2014 01  0.057,264.22, 63.64, 22.86, 43.25
2014 02  0.053,262.84, 60.47, 26.68, 43.58
2014 03  0.051,262.31, 57.47, 28.95, 43.21
2014 04  0.052,262.84, 56.03, 29.70, 42.86
2014 05  0.054,264.06, 55.02, 29.86, 42.44
2014 06  0.060,266.15, 53.53, 28.54, 41.04
2014 07  0.070,268.83, 53.05, 26.73, 39.89
2014 08  0.086,272.87, 57.58, 21.33, 39.46
2014 09  0.108,277.37, 64.83, 15.25, 40.04
2014 10  0.135,281.88, 72.02,  9.80, 40.91
2014 11  0.162,285.49, 78.03,  4.94, 41.48
2014 12  0.187,288.34, 81.77,  3.42, 42.60
2014 13  0.209,290.53, 84.18,  4.04, 44.11
2014 14  0.232,292.45, 85.43,  4.67, 45.05
2014 15  0.258,294.08, 85.47,  5.83, 45.65
2014 16  0.289,295.53, 85.74,  8.14, 46.94
2014 17  0.324,296.85, 87.13, 11.78, 49.46
2014 18  0.353,298.01, 87.73, 17.34, 52.53
2014 19  0.377,298.90, 86.77, 24.92, 55.85
2014 20  0.392,299.38, 84.65, 32.49, 58.57
2014 21  0.404,299.87, 83.05, 37.71, 60.38
2014 22  0.410,299.88, 79.33, 43.97, 61.65
2014 23  0.420,300.01, 79.17, 45.64, 62.40
2014 24  0.425,299.98, 78.96, 48.36, 63.66
2014 25  0.423,300.04, 78.14, 51.01, 64.58
2014 26  0.416,300.45, 74.87, 49.58, 62.22
2014 27  0.406,300.96, 70.37, 45.62, 57.99
2014 28  0.389,301.45, 64.84, 40.45, 52.64
2014 29  0.370,302.42, 59.16, 32.38, 45.77
2014 30  0.348,303.50, 53.53, 24.10, 38.82
2014 31  0.325,304.15, 47.46, 18.85, 33.15
2014 32  0.304,304.45, 42.87, 15.19, 29.03
2014 33  0.284,304.10, 37.93, 15.43, 26.68
2014 34  0.265,303.41, 34.58, 16.94, 25.76
2014 35  0.251,302.37, 34.50, 18.23, 26.37
2014 36  0.241,301.04, 37.93, 15.50, 26.71
2014 37  0.229,299.63, 41.47,  9.46, 25.47
2014 38  0.217,297.80, 45.19,  7.52, 26.35
2014 39  0.208,295.44, 50.30,  9.58, 29.94
2014 40  0.201,292.93, 57.17, 11.48, 34.32
2014 41  0.193,290.25, 62.61, 11.62, 37.12
2014 42  0.181,287.51, 64.07, 12.46, 38.26
2014 43  0.169,285.42, 65.02, 12.22, 38.62
2014 44  0.155,282.89, 64.32, 11.81, 38.07
