2014 01  0.070,261.33, 49.31, 35.35, 42.33
2014 02  0.072,260.47, 49.31, 38.89, 44.10
2014 03  0.074,260.40, 50.52, 41.73, 46.12
2014 04  0.080,261.34, 55.61, 41.28, 48.45
2014 05  0.088,263.09, 63.27, 38.98, 51.12
2014 06  0.099,265.84, 69.77, 33.75, 51.76
2014 07  0.116,269.37, 74.24, 25.73, 49.98
2014 08  0.137,273.04, 78.91, 16.14, 47.52
2014 09  0.163,276.43, 84.81,  7.52, 46.16
2014 10  0.187,279.74, 88.42,  2.70, 45.56
2014 11  0.208,282.31, 89.96,  0.77, 45.36
2014 12  0.228,284.31, 90.75,  1.38, 46.07
2014 13  0.244,285.85, 91.03,  2.37, 46.70
2014 14  0.263,287.32, 91.71,  3.37, 47.54
2014 15  0.286,288.76, 91.85,  5.11, 48.48
2014 16  0.314,290.26, 90.76,  8.52, 49.64
2014 17  0.348,291.81, 89.81, 13.15, 51.48
2014 18  0.379,293.15, 88.09, 17.77, 52.93
2014 19  0.407,294.16, 85.69, 22.43, 54.06
2014 20  0.428,294.78, 82.16, 28.78, 55.47
2014 21  0.446,295.19, 78.54, 33.88, 56.21
2014 22  0.457,295.07, 73.42, 39.77, 56.60
2014 23  0.472,295.46, 73.41, 40.03, 56.72
2014 24  0.479,295.46, 71.69, 44.13, 57.91
2014 25  0.482,295.57, 71.46, 47.28, 59.37
2014 26  0.485,295.87, 72.39, 47.09, 59.74
2014 27  0.487,296.33, 74.23, 45.54, 59.89
2014 28  0.485,296.70, 76.69, 45.62, 61.16
2014 29  0.484,297.25, 79.86, 44.41, 62.13
2014 30  0.479,297.67, 80.98, 43.36, 62.17
2014 31  0.466,297.68, 77.81, 42.12, 59.97
2014 32  0.450,297.37, 73.28, 40.44, 56.86
2014 33  0.430,296.65, 66.97, 37.93, 52.45
2014 34  0.412,295.74, 62.12, 31.81, 46.96
2014 35  0.394,294.73, 59.43, 26.54, 42.99
2014 36  0.380,293.64, 60.44, 22.35, 41.39
2014 37  0.364,292.63, 63.93, 16.24, 40.08
2014 38  0.342,291.22, 64.11, 13.42, 38.77
2014 39  0.315,289.01, 61.38, 17.51, 39.45
2014 40  0.290,286.78, 59.82, 20.33, 40.08
2014 41  0.265,284.72, 59.36, 19.44, 39.40
2014 42  0.237,282.29, 58.22, 24.75, 41.49
2014 43  0.208,280.10, 56.84, 24.84, 40.84
2014 44  0.179,277.76, 54.97, 21.87, 38.42
2014 45  0.154,275.57, 54.02, 20.65, 37.34
2014 46  0.130,273.12, 49.65, 20.81, 35.23
2014 47  0.107,270.20, 43.19, 25.67, 34.43
2014 48  0.088,267.27, 35.72, 32.97, 34.34
2014 49  0.079,264.79, 34.05, 38.25, 36.15
2014 50  0.079,263.84, 40.28, 37.64, 38.96
2014 51  0.078,262.85, 44.75, 37.83, 41.29
2014 52  0.079,261.81, 50.72, 39.05, 44.89
2015 01  0.082,261.59, 60.26, 34.98, 47.62
2015 02  0.083,261.37, 59.62, 35.57, 47.60
2015 03  0.079,261.47, 53.59, 37.22, 45.40
2015 04  0.076,262.06, 50.37, 37.82, 44.09
2015 05  0.077,263.09, 51.13, 38.26, 44.70
2015 06  0.079,265.17, 50.94, 35.79, 43.36
2015 07  0.085,267.49, 50.08, 32.94, 41.51
2015 08  0.095,270.22, 50.46, 27.84, 39.15
2015 09  0.105,273.11, 51.44, 21.42, 36.43
2015 10  0.120,276.48, 54.11, 14.84, 34.48
2015 11  0.141,280.13, 59.06,  6.47, 32.77
2015 12  0.160,282.43, 61.28,  6.48, 33.88
2015 13  0.175,284.47, 61.55,  6.69, 34.12
2015 14  0.194,286.72, 62.63,  5.81, 34.22
2015 15  0.216,288.62, 61.55,  6.38, 33.97
2015 16  0.245,291.04, 60.81,  6.22, 33.51
2015 17  0.281,293.32, 61.11,  6.21, 33.66
2015 18  0.319,294.69, 62.45,  8.49, 35.47
2015 19  0.357,295.70, 63.07, 10.94, 37.00
2015 20  0.397,296.53, 66.48, 13.41, 39.95
2015 21  0.432,297.28, 70.84, 14.36, 42.60
2015 22  0.456,297.54, 72.86, 15.97, 44.41
2015 23  0.480,298.02, 77.71, 15.28, 46.50
2015 24  0.496,298.24, 81.64, 16.11, 48.88
2015 25  0.503,298.04, 83.35, 20.86, 52.11
2015 26  0.504,297.77, 83.55, 26.67, 55.11
2015 27  0.506,297.53, 84.98, 33.13, 59.05
2015 28  0.508,297.35, 87.40, 39.11, 63.26
2015 29  0.505,297.16, 88.17, 45.27, 66.72
2015 30  0.497,297.28, 87.59, 47.05, 67.32
2015 31  0.489,297.63, 86.91, 42.60, 64.76
2015 32  0.471,297.85, 82.83, 35.67, 59.25
2015 33  0.451,297.68, 76.66, 27.33, 52.00
2015 34  0.425,296.82, 67.88, 20.12, 44.00
2015 35  0.397,295.70, 60.20, 16.23, 38.21
2015 36  0.375,294.60, 57.62, 13.10, 35.36
2015 37  0.354,293.18, 58.65, 11.96, 35.30
2015 38  0.337,291.50, 60.91, 12.39, 36.65
2015 39  0.319,289.55, 62.82, 13.79, 38.31
2015 40  0.300,287.03, 64.72, 19.20, 41.96
2015 41  0.279,284.46, 66.69, 23.58, 45.13
2015 42  0.251,282.19, 65.91, 26.72, 46.32
2015 43  0.220,279.38, 64.04, 32.42, 48.23
2015 44  0.188,276.76, 60.54, 30.65, 45.60
2015 45  0.149,274.27, 50.17, 30.00, 40.08
2015 46  0.119,271.22, 41.77, 32.15, 36.96
2015 47  0.097,268.28, 35.93, 35.63, 35.78
2015 48  0.083,265.98, 31.91, 38.30, 35.11
2015 49  0.076,264.59, 31.38, 38.07, 34.73
2015 50  0.073,263.24, 34.12, 38.90, 36.51
2015 51  0.071,261.24, 36.86, 42.97, 39.91
2015 52  0.070,259.50, 41.34, 46.91, 44.12
2016 01  0.071,257.47, 49.78, 50.38, 50.08
2016 02  0.071,256.92, 48.90, 52.34, 50.62
2016 03  0.073,257.56, 49.42, 51.49, 50.45
2016 04  0.078,259.21, 53.92, 47.90, 50.91
2016 05  0.083,262.19, 58.87, 40.65, 49.76
2016 06  0.091,265.74, 61.82, 32.91, 47.36
2016 07  0.102,269.01, 63.36, 26.47, 44.92
2016 08  0.110,271.20, 61.73, 23.86, 42.80
2016 09  0.120,273.14, 61.49, 21.71, 41.60
2016 10  0.129,274.99, 60.01, 22.07, 41.04
2016 11  0.142,277.09, 59.78, 19.37, 39.58
2016 12  0.163,279.76, 62.95, 17.72, 40.33
2016 13  0.182,282.36, 65.09, 16.02, 40.56
2016 14  0.201,284.45, 66.04, 16.18, 41.11
2016 15  0.224,286.52, 65.31, 17.55, 41.43
2016 16  0.252,288.52, 63.85, 21.09, 42.47
2016 17  0.283,290.00, 62.13, 29.39, 45.76
2016 18  0.313,290.79, 59.37, 41.32, 50.35
2016 19  0.344,291.86, 56.74, 46.23, 51.49
2016 20  0.376,292.92, 55.62, 48.43, 52.03
2016 21  0.403,293.61, 54.71, 50.75, 52.73
2016 22  0.427,294.13, 55.75, 49.58, 52.67
2016 23  0.446,294.59, 57.02, 49.02, 53.02
2016 24  0.463,295.34, 61.25, 45.04, 53.14
2016 25  0.479,296.19, 68.85, 39.53, 54.19
2016 26  0.485,296.56, 72.61, 38.76, 55.68
2016 27  0.490,297.08, 76.23, 37.24, 56.74
2016 28  0.493,297.59, 80.48, 36.43, 58.46
2016 29  0.491,297.71, 82.17, 39.77, 60.97
