2014 01  0.055,265.24, 45.09, 28.34, 36.72
2014 02  0.051,262.75, 44.60, 35.33, 39.96
2014 03  0.048,260.33, 42.94, 42.48, 42.71
2014 04  0.048,258.76, 41.86, 46.77, 44.32
2014 05  0.051,258.62, 42.57, 48.17, 45.37
2014 06  0.057,259.87, 44.39, 48.36, 46.37
2014 07  0.069,262.64, 47.38, 46.21, 46.79
2014 08  0.088,267.67, 53.77, 38.42, 46.10
2014 09  0.114,274.26, 62.83, 27.47, 45.15
2014 10  0.145,280.08, 71.22, 18.32, 44.77
2014 11  0.173,284.40, 77.34,  9.78, 43.56
2014 12  0.197,287.63, 81.08,  6.75, 43.91
2014 13  0.218,290.00, 84.30,  6.01, 45.15
2014 14  0.240,291.97, 85.31,  6.19, 45.75
2014 15  0.265,293.54, 84.46,  8.48, 46.47
2014 16  0.294,294.91, 83.66, 12.45, 48.05
2014 17  0.327,296.09, 84.52, 18.22, 51.37
2014 18  0.354,296.93, 84.23, 26.93, 55.58
2014 19  0.379,297.52, 82.66, 36.50, 59.58
2014 20  0.397,297.75, 80.37, 45.14, 62.76
2014 21  0.415,297.96, 80.45, 50.74, 65.59
2014 22  0.427,297.60, 79.54, 58.33, 68.93
2014 23  0.444,297.97, 83.32, 57.10, 70.21
2014 24  0.458,298.03, 86.78, 59.30, 73.04
2014 25  0.463,297.96, 88.94, 63.32, 76.13
2014 26  0.461,297.87, 88.30, 66.12, 77.21
2014 27  0.459,298.09, 86.93, 65.18, 76.05
2014 28  0.452,298.49, 84.93, 62.01, 73.47
2014 29  0.440,299.25, 82.08, 55.97, 69.02
2014 30  0.424,300.22, 79.76, 46.81, 63.28
2014 31  0.403,300.88, 76.25, 39.72, 57.99
2014 32  0.381,301.27, 73.79, 34.11, 53.95
2014 33  0.355,301.19, 69.68, 32.23, 50.96
2014 34  0.327,300.83, 64.03, 30.45, 47.24
2014 35  0.299,300.10, 59.62, 26.67, 43.15
2014 36  0.278,299.08, 57.11, 19.40, 38.26
2014 37  0.257,298.00, 54.65, 11.73, 33.19
2014 38  0.235,296.51, 50.66,  9.10, 29.88
2014 39  0.215,294.38, 47.21, 11.08, 29.15
2014 40  0.196,291.91, 44.62, 13.77, 29.19
2014 41  0.177,289.39, 43.45, 14.24, 28.85
2014 42  0.157,286.72, 42.78, 14.97, 28.87
2014 43  0.138,284.19, 41.92, 17.37, 29.65
2014 44  0.120,281.13, 40.33, 18.29, 29.31
2014 45  0.103,277.52, 37.96, 23.71, 30.83
2014 46  0.086,274.02, 35.41, 30.07, 32.74
2014 47  0.073,270.70, 33.57, 36.97, 35.27
2014 48  0.062,266.76, 32.49, 46.88, 39.68
2014 49  0.054,263.14, 33.01, 54.27, 43.64
2014 50  0.049,259.90, 32.51, 59.20, 45.85
2014 51  0.045,257.52, 32.33, 61.01, 46.67
2014 52  0.041,255.74, 30.45, 61.99, 46.22
2015 01  0.038,254.00, 31.00, 65.72, 48.36
2015 02  0.036,253.42, 31.76, 65.80, 48.78
2015 03  0.035,254.45, 31.82, 60.85, 46.33
2015 04  0.037,256.48, 33.30, 53.68, 43.49
2015 05  0.041,258.93, 34.57, 47.89, 41.23
2015 06  0.043,261.51, 34.06, 44.74, 39.40
2015 07  0.047,264.91, 32.65, 40.76, 36.71
2015 08  0.057,269.89, 35.30, 32.78, 34.04
2015 09  0.069,274.53, 38.72, 26.94, 32.83
2015 10  0.083,279.29, 40.41, 20.81, 30.61
2015 11  0.098,282.58, 42.66, 15.50, 29.08
2015 12  0.110,284.88, 43.06, 15.82, 29.44
2015 13  0.124,287.13, 45.34, 15.93, 30.63
2015 14  0.144,288.61, 47.55, 18.96, 33.26
2015 15  0.165,290.38, 47.77, 22.92, 35.34
2015 16  0.197,293.45, 50.28, 20.87, 35.57
2015 17  0.237,296.13, 54.90, 18.72, 36.81
2015 18  0.275,297.65, 58.57, 21.85, 40.21
2015 19  0.311,298.32, 60.02, 29.96, 44.99
2015 20  0.347,298.91, 62.42, 35.29, 48.85
2015 21  0.381,300.42, 67.20, 29.89, 48.54
2015 22  0.407,301.12, 70.37, 29.13, 49.75
2015 23  0.429,301.13, 75.56, 31.53, 53.54
2015 24  0.447,300.66, 81.82, 38.23, 60.02
2015 25  0.460,299.96, 87.79, 47.14, 67.47
2015 26  0.470,299.61, 91.55, 52.21, 71.88
